x,y,z
-1.93549,-9.81088,57.3
-1.75023,-9.84563,57.4
-1.56434,-9.87688,57.5
-1.3779,-9.90461,57.6
-1.19097,-9.92882,57.7
-1.00362,-9.94949,57.8
-0.815905,-9.96663,57.9
-0.627904,-9.98023,58
-0.439679,-9.99029,58.1
-0.251298,-9.99681,58.2
-0.0628288,-9.99978,58.3
0.125663,-9.9992,58.4
0.314109,-9.99506,58.5
0.502443,-9.98737,58.6
0.690599,-9.97612,58.7
0.878509,-9.96132,58.8
1.06611,-9.94298,58.9
1.25333,-9.92111,59
1.4401,-9.89573,59.1
1.62637,-9.86683,59.2
1.81206,-9.83443,59.3
1.9971,-9.79854,59.4
2.18143,-9.75916,59.5
2.36499,-9.71632,59.6
2.54771,-9.67001,59.7
2.72951,-9.62026,59.8
2.91035,-9.5671,59.9
3.09016,-9.51054,60
3.26887,-9.4506,60.1
3.44642,-9.38731,60.2
3.62275,-9.32069,60.3
3.79779,-9.25076,60.4
3.97148,-9.17754,60.5
4.14376,-9.10106,60.6
4.31456,-9.02134,60.7
4.48382,-8.9384,60.8
4.6515,-8.85229,60.9
4.81752,-8.76304,61
4.98183,-8.67068,61.1
5.14438,-8.57524,61.2
5.3051,-8.47676,61.3
5.46394,-8.37527,61.4
5.62083,-8.2708,61.5
5.77573,-8.16339,61.6
5.92857,-8.05308,61.7
6.07929,-7.9399,61.8
6.22786,-7.82389,61.9
6.37422,-7.70511,62
6.51831,-7.58359,62.1
6.6601,-7.45939,62.2
6.79952,-7.33253,62.3
6.93652,-7.20308,62.4
7.07106,-7.07106,62.5
7.20309,-6.93653,62.6
7.33255,-6.79953,62.7
7.4594,-6.66011,62.8
7.5836,-6.51832,62.9
7.70511,-6.37422,63
7.82388,-6.22786,63.1
7.93988,-6.07928,63.2
8.05306,-5.92855,63.3
8.16338,-5.77572,63.4
8.2708,-5.62083,63.5
8.37528,-5.46394,63.6
8.47678,-5.30511,63.7
8.57526,-5.14439,63.8
8.67069,-4.98184,63.9
8.76304,-4.81752,64
8.85228,-4.65149,64.1
8.93839,-4.48382,64.2
9.02132,-4.31455,64.3
9.10104,-4.14374,64.4
9.17754,-3.97147,64.5
9.25077,-3.79779,64.6
9.32071,-3.62275,64.7
9.38733,-3.44643,64.8
9.45061,-3.26887,64.9
9.51054,-3.09016,65
9.56709,-2.91035,65.1
9.62024,-2.72951,65.2
9.66999,-2.5477,65.3
9.7163,-2.36498,65.4
9.75916,-2.18143,65.5
9.79855,-1.9971,65.6
9.83445,-1.81206,65.7
9.86685,-1.62637,65.8
9.89574,-1.44011,65.9
9.92112,-1.25333,66
9.94298,-1.06611,66.1
9.9613,-0.878507,66.2
9.9761,-0.690596,66.3
9.98735,-0.502439,66.4
9.99506,-0.314104,66.5
9.99921,-0.125658,66.6
9.9998,0.062832,66.7
9.99683,0.2513,66.8
9.99031,0.439679,66.9
9.98024,0.627903,67
9.96663,0.815904,67.1
9.94948,1.00362,67.2
9.9288,1.19097,67.3
9.90459,1.3779,67.4
9.87687,1.56435,67.5
9.84564,1.75023,67.6
9.81091,1.9355,67.7
9.77268,2.12007,67.8
9.73097,2.30389,67.9
9.68581,2.48689,68
9.63721,2.66901,68.1
9.58518,2.85018,68.2
9.52976,3.03035,68.3
9.47096,3.20943,68.4
9.40879,3.38738,68.5
9.34329,3.56412,68.6
9.27445,3.73959,68.7
9.20231,3.91373,68.8
9.1269,4.08648,68.9
9.04825,4.25778,69
8.96638,4.42757,69.1
8.88133,4.59578,69.2
8.79313,4.76237,69.3
8.70182,4.92726,69.4
8.60741,5.09041,69.5
8.50994,5.25175,69.6
8.40945,5.41121,69.7
8.30596,5.56875,69.8
8.19951,5.72431,69.9
8.09015,5.87784,70
7.97792,6.02928,70.1
7.86286,6.17858,70.2
7.74501,6.32568,70.3
7.6244,6.47055,70.4
7.5011,6.61311,70.5
7.37513,6.75333,70.6
7.24653,6.89114,70.7
7.11535,7.0265,70.8
6.98165,7.15935,70.9
6.84546,7.28967,71
6.70684,7.41739,71.1
6.56583,7.54249,71.2
6.4225,7.66491,71.3
6.2769,7.7846,71.4
6.12906,7.90154,71.5
5.97904,8.01567,71.6
5.8269,8.12694,71.7
5.67269,8.23532,71.8
5.51645,8.34077,71.9
5.35826,8.44326,72
5.19816,8.54275,72.1
5.03621,8.6392,72.2
4.87248,8.7326,72.3
4.70703,8.82289,72.4
4.5399,8.91005,72.5
4.37115,8.99405,72.6
4.20086,9.07484,72.7
4.02906,9.15241,72.8
3.85584,9.22672,72.9
3.68124,9.29774,73
3.50533,9.36547,73.1
3.32818,9.42987,73.2
3.14985,9.49093,73.3
2.97041,9.54862,73.4
2.7899,9.60292,73.5
2.60841,9.65381,73.6
2.42599,9.70127,73.7
2.24271,9.74527,73.8
2.05863,9.7858,73.9
1.87381,9.82285,74
1.68833,9.85642,74.1
1.50225,9.88648,74.2
1.31564,9.91304,74.3
1.12856,9.93609,74.4
0.941079,9.9556,74.5
0.753266,9.97158,74.6
0.565185,9.98401,74.7
0.376902,9.99289,74.8
0.188486,9.99821,74.9
2.04631e-06,9.99998,75
-0.188482,9.99819,75.1
-0.3769,9.99286,75.2
-0.565184,9.98398,75.3
-0.753267,9.97156,75.4
-0.941083,9.9556,75.5
-1.12856,9.9361,75.6
-1.31564,9.91307,75.7
-1.50226,9.88652,75.8
-1.68833,9.85644,75.9
