x,y,z
13.3453,48.1861,0
13.4681,48.1519,0
13.5909,48.1174,0
13.7136,48.0826,0
13.8362,48.0475,0
13.9587,48.012,0
14.0811,47.9763,0
14.2034,47.9402,0
14.3256,47.9038,0
14.4478,47.8671,0
14.5698,47.8301,0
14.6918,47.7928,0
14.8136,47.7552,0
14.9354,47.7172,0
15.057,47.679,0
15.1786,47.6404,0
15.3,47.6016,0
15.4214,47.5624,0
15.5427,47.5229,0
15.6638,47.4831,0
15.7849,47.443,0
15.9058,47.4026,0
16.0267,47.3619,0
16.1474,47.3208,0
16.2681,47.2795,0
16.3886,47.2378,0
16.5091,47.1959,0
16.6294,47.1536,0
16.7496,47.111,0
16.8697,47.0682,0
16.9897,47.025,0
17.1096,46.9815,0
17.2294,46.9377,0
17.349,46.8936,0
17.4686,46.8492,0
17.588,46.8045,0
17.7073,46.7595,0
17.8265,46.7142,0
17.9456,46.6686,0
18.0646,46.6226,0
18.1835,46.5764,0
18.3022,46.5299,0
18.4208,46.483,0
18.5393,46.4359,0
18.6577,46.3885,0
18.7759,46.3407,0
18.8941,46.2927,0
19.0121,46.2444,0
19.13,46.1957,0
19.2477,46.1468,0
19.3654,46.0975,0
19.4829,46.048,0
19.6003,45.9981,0
19.7175,45.948,0
19.8347,45.8976,0
19.9517,45.8468,0
20.0685,45.7958,0
20.1853,45.7444,0
20.3019,45.6928,0
20.4184,45.6409,0
20.5347,45.5887,0
20.6509,45.5361,0
20.767,45.4833,0
20.8829,45.4302,0
20.9987,45.3768,0
21.1144,45.3231,0
21.2299,45.2691,0
21.3453,45.2148,0
21.4606,45.1602,0
21.5757,45.1053,0
21.6907,45.0501,0
21.8055,44.9947,0
21.9202,44.9389,0
22.0348,44.8828,0
22.1492,44.8265,0
22.2634,44.7699,0
22.3775,44.7129,0
22.4915,44.6557,0
22.6053,44.5982,0
22.719,44.5404,0
22.8325,44.4823,0
22.9459,44.4239,0
23.0592,44.3652,0
23.1722,44.3063,0
23.2852,44.247,0
23.3979,44.1875,0
23.5106,44.1277,0
23.6231,44.0676,0
23.7354,44.0072,0
23.8475,43.9465,0
23.9596,43.8855,0
24.0714,43.8243,0
24.1831,43.7627,0
24.2946,43.7009,0
24.406,43.6388,0
24.5173,43.5764,0
24.6283,43.5137,0
24.7392,43.4508,0
24.85,43.3875,0
24.9606,43.324,0
25.071,43.2602,0
25.1812,43.1961,0
25.2913,43.1318,0
25.4013,43.0671,0
25.511,43.0022,0
25.6206,42.937,0
25.73,42.8715,0
25.8393,42.8057,0
25.9484,42.7397,0
26.0573,42.6734,0
26.1661,42.6068,0
26.2747,42.5399,0
26.3831,42.4727,0
26.4913,42.4053,0
26.5994,42.3376,0
26.7073,42.2696,0
26.815,42.2014,0
26.9226,42.1328,0
27.03,42.064,0
27.1372,41.9949,0
27.2442,41.9256,0
27.351,41.856,0
27.4577,41.7861,0
27.5642,41.7159,0
27.6705,41.6455,0
27.7766,41.5747,0
27.8826,41.5038,0
27.9883,41.4325,0
28.0939,41.361,0
28.1993,41.2892,0
28.3046,41.2171,0
28.4096,41.1448,0
28.5144,41.0722,0
28.6191,40.9994,0
28.7236,40.9262,0
28.8279,40.8528,0
28.932,40.7792,0
29.0359,40.7052,0
29.1396,40.6311,0
29.2432,40.5566,0
29.3465,40.4819,0
29.4497,40.4069,0
29.5526,40.3316,0
29.6554,40.2561,0
29.758,40.1804,0
29.8604,40.1043,0
29.9626,40.0281,0
30.0646,39.9515,0
30.1664,39.8747,0
30.268,39.7976,0
30.3694,39.7203,0
30.4706,39.6427,0
30.5716,39.5648,0
30.6724,39.4867,0
30.773,39.4084,0
30.8734,39.3298,0
30.9737,39.2509,0
31.0737,39.1718,0
31.1735,39.0924,0
31.2731,39.0127,0
31.3725,38.9329,0
31.4717,38.8527,0
31.5707,38.7723,0
31.6695,38.6917,0
31.7681,38.6108,0
31.8664,38.5296,0
31.9646,38.4482,0
32.0626,38.3666,0
32.1603,38.2846,0
32.2579,38.2025,0
32.3552,38.1201,0
32.4523,38.0374,0
32.5492,37.9546,0
32.6459,37.8714,0
32.7424,37.788,0
32.8387,37.7044,0
32.9347,37.6205,0
33.0306,37.5364,0
33.1262,37.452,0
33.2216,37.3674,0
33.3168,37.2825,0
33.4118,37.1974,0
33.5066,37.1121,0
33.6011,37.0265,0
33.6955,36.9407,0
33.7896,36.8546,0
33.8835,36.7683,0
33.9771,36.6818,0
34.0706,36.595,0
34.1638,36.508,0
34.2568,36.4207,0
34.3496,36.3332,0
34.4422,36.2455,0
34.5345,36.1575,0
34.6266,36.0693,0
34.7185,35.9809,0
34.8102,35.8922,0
34.9016,35.8033,0
34.9928,35.7142,0
35.0838,35.6248,0
35.1745,35.5352,0
35.265,35.4454,0
35.3553,35.3553,0
35.4454,35.265,0
35.5352,35.1745,0
35.6248,35.0838,0
35.7142,34.9928,0
35.8033,34.9016,0
35.8922,34.8102,0
35.9809,34.7185,0
36.0693,34.6266,0
36.1575,34.5345,0
36.2455,34.4422,0
36.3332,34.3496,0
36.4207,34.2568,0
36.508,34.1638,0
36.595,34.0706,0
36.6818,33.9771,0
36.7683,33.8835,0
36.8546,33.7896,0
36.9407,33.6955,0
37.0265,33.6011,0
37.1121,33.5066,0
37.1974,33.4118,0
37.2825,33.3168,0
37.3674,33.2216,0
37.452,33.1262,0
37.5364,33.0306,0
37.6205,32.9347,0
37.7044,32.8387,0
37.788,32.7424,0
37.8714,32.6459,0
37.9546,32.5492,0
38.0374,32.4523,0
38.1201,32.3552,0
38.2025,32.2579,0
38.2846,32.1603,0
38.3666,32.0626,0
38.4482,31.9646,0
38.5296,31.8664,0
38.6108,31.7681,0
38.6917,31.6695,0
38.7723,31.5707,0
38.8527,31.4717,0
38.9329,31.3725,0
39.0127,31.2731,0
39.0924,31.1735,0
39.1718,31.0737,0
39.2509,30.9737,0
39.3298,30.8734,0
39.4084,30.773,0
39.4867,30.6724,0
39.5648,30.5716,0
39.6427,30.4706,0
39.7203,30.3694,0
39.7976,30.268,0
39.8747,30.1664,0
39.9515,30.0646,0
40.0281,29.9626,0
40.1043,29.8604,0
40.1804,29.758,0
40.2561,29.6554,0
40.3316,29.5526,0
40.4069,29.4497,0
40.4819,29.3465,0
40.5566,29.2432,0
40.6311,29.1396,0
40.7052,29.0359,0
40.7792,28.932,0
40.8528,28.8279,0
40.9262,28.7236,0
40.9994,28.6191,0
41.0722,28.5144,0
41.1448,28.4096,0
41.2171,28.3046,0
41.2892,28.1993,0
41.361,28.0939,0
41.4325,27.9883,0
41.5038,27.8826,0
41.5747,27.7766,0
41.6455,27.6705,0
41.7159,27.5642,0
41.7861,27.4577,0
41.856,27.351,0
41.9256,27.2442,0
41.9949,27.1372,0
42.064,27.03,0
42.1328,26.9226,0
42.2014,26.815,0
42.2696,26.7073,0
42.3376,26.5994,0
42.4053,26.4913,0
42.4727,26.3831,0
42.5399,26.2747,0
42.6068,26.1661,0
42.6734,26.0573,0
42.7397,25.9484,0
42.8057,25.8393,0
42.8715,25.73,0
42.937,25.6206,0
43.0022,25.511,0
43.0671,25.4013,0
43.1318,25.2913,0
43.1961,25.1812,0
43.2602,25.071,0
43.324,24.9606,0
43.3875,24.85,0
43.4508,24.7392,0
43.5137,24.6283,0
43.5764,24.5173,0
43.6388,24.406,0
43.7009,24.2946,0
43.7627,24.1831,0
43.8243,24.0714,0
43.8855,23.9596,0
43.9465,23.8475,0
44.0072,23.7354,0
44.0676,23.6231,0
44.1277,23.5106,0
44.1875,23.3979,0
44.247,23.2852,0
44.3063,23.1722,0
44.3652,23.0592,0
44.4239,22.9459,0
44.4823,22.8325,0
44.5404,22.719,0
44.5982,22.6053,0
44.6557,22.4915,0
44.7129,22.3775,0
44.7699,22.2634,0
44.8265,22.1492,0
44.8828,22.0348,0
44.9389,21.9202,0
44.9947,21.8055,0
45.0501,21.6907,0
45.1053,21.5757,0
45.1602,21.4606,0
45.2148,21.3453,0
45.2691,21.2299,0
45.3231,21.1144,0
45.3768,20.9987,0
45.4302,20.8829,0
45.4833,20.767,0
45.5361,20.6509,0
45.5887,20.5347,0
45.6409,20.4184,0
45.6928,20.3019,0
45.7444,20.1853,0
45.7958,20.0685,0
45.8468,19.9517,0
45.8976,19.8347,0
45.948,19.7175,0
45.9981,19.6003,0
46.048,19.4829,0
46.0975,19.3654,0
46.1468,19.2477,0
46.1957,19.13,0
46.2444,19.0121,0
46.2927,18.8941,0
46.3407,18.7759,0
46.3885,18.6577,0
46.4359,18.5393,0
46.483,18.4208,0
46.5299,18.3022,0
46.5764,18.1835,0
46.6226,18.0646,0
46.6686,17.9456,0
46.7142,17.8265,0
46.7595,17.7073,0
46.8045,17.588,0
46.8492,17.4686,0
46.8936,17.349,0
46.9377,17.2294,0
46.9815,17.1096,0
47.025,16.9897,0
47.0682,16.8697,0
47.111,16.7496,0
47.1536,16.6294,0
47.1959,16.5091,0
47.2378,16.3886,0
47.2795,16.2681,0
47.3208,16.1474,0
47.3619,16.0267,0
47.4026,15.9058,0
47.443,15.7849,0
47.4831,15.6638,0
47.5229,15.5427,0
47.5624,15.4214,0
47.6016,15.3,0
47.6404,15.1786,0
47.679,15.057,0
47.7172,14.9354,0
47.7552,14.8136,0
47.7928,14.6918,0
47.8301,14.5698,0
47.8671,14.4478,0
47.9038,14.3256,0
47.9402,14.2034,0
47.9763,14.0811,0
48.012,13.9587,0
48.0475,13.8362,0
48.0826,13.7136,0
48.1174,13.5909,0
48.1519,13.4681,0
48.1861,13.3453,0
48.22,13.2223,0
48.2536,13.0993,0
48.2868,12.9762,0
48.3198,12.853,0
48.3524,12.7297,0
48.3847,12.6063,0
48.4167,12.4829,0
48.4484,12.3593,0
48.4798,12.2357,0
48.5108,12.112,0
48.5415,11.9883,0
48.572,11.8644,0
48.6021,11.7405,0
48.6319,11.6165,0
48.6613,11.4924,0
48.6905,11.3682,0
48.7193,11.244,0
48.7478,11.1197,0
48.776,10.9953,0
48.8039,10.8709,0
48.8315,10.7464,0
48.8587,10.6218,0
48.8857,10.4972,0
48.9123,10.3724,0
48.9386,10.2476,0
48.9646,10.1228,0
48.9902,9.99787,0
49.0156,9.87289,0
49.0406,9.74784,0
49.0653,9.62272,0
49.0897,9.49755,0
49.1137,9.37231,0
49.1375,9.24701,0
49.1609,9.12165,0
49.184,8.99623,0
49.2068,8.87075,0
49.2293,8.74522,0
49.2514,8.61963,0
49.2732,8.49398,0
49.2947,8.36828,0
49.3159,8.24252,0
49.3368,8.11671,0
49.3573,7.99084,0
49.3776,7.86493,0
49.3975,7.73896,0
49.417,7.61294,0
49.4363,7.48688,0
49.4552,7.36076,0
49.4738,7.2346,0
49.4921,7.10839,0
49.5101,6.98213,0
49.5277,6.85583,0
49.5451,6.72948,0
49.5621,6.60309,0
49.5788,6.47666,0
49.5951,6.35018,0
49.6111,6.22366,0
49.6269,6.09711,0
49.6423,5.97051,0
49.6573,5.84387,0
49.6721,5.7172,0
49.6865,5.59049,0
49.7006,5.46374,0
49.7144,5.33696,0
49.7278,5.21014,0
49.7409,5.08329,0
49.7537,4.9564,0
49.7662,4.82949,0
49.7784,4.70254,0
49.7902,4.57556,0
49.8017,4.44855,0
49.8129,4.32151,0
49.8238,4.19445,0
49.8343,4.06735,0
49.8445,3.94023,0
49.8544,3.81309,0
49.864,3.68592,0
49.8732,3.55872,0
49.8821,3.43151,0
49.8907,3.30427,0
49.899,3.17701,0
49.9069,3.04972,0
49.9145,2.92242,0
49.9218,2.7951,0
49.9288,2.66776,0
49.9354,2.54041,0
49.9417,2.41303,0
49.9477,2.28565,0
49.9534,2.15824,0
49.9587,2.03083,0
49.9637,1.9034,0
49.9684,1.77595,0
49.9728,1.6485,0
49.9769,1.52103,0
49.9806,1.39356,0
49.9841,1.26607,0
49.9872,1.13858,0
49.9899,1.01108,0
49.9923,0.883576,0
49.9942,0.756064,0
49.9959,0.628547,0
49.9971,0.501026,0
49.9981,0.373502,0
49.9989,0.245975,0
49.9995,0.118447,0
50,-0.00908206,0
50.0004,-0.136611,0
50.0008,-0.264139,0
50.001,-0.391668,0
50.0013,-0.519196,0
50.0014,-0.646724,0
50.0015,-0.774253,0
50.0016,-0.901781,0
50.0016,-1.02931,0
50.0015,-1.15684,0
50.0015,-1.28436,0
50.0014,-1.41189,0
50.0013,-1.53942,0
50.0012,-1.66695,0
50.001,-1.79447,0
50.0009,-1.922,0
50.0007,-2.04953,0
50.0005,-2.17706,0
50.0004,-2.30458,0
50.0002,-2.43211,0
50.0001,-2.55964,0
50,-2.68717,0
49.9998,-2.81469,0
49.9998,-2.94222,0
49.9997,-3.06975,0
49.9996,-3.19728,0
49.9996,-3.32481,0
49.9996,-3.45233,0
49.9996,-3.57986,0
49.9996,-3.70739,0
49.9996,-3.83492,0
49.9996,-3.96244,0
49.9996,-4.08997,0
49.9997,-4.2175,0
49.9997,-4.34503,0
49.9997,-4.47256,0
49.9998,-4.60008,0
49.9998,-4.72761,0
49.9999,-4.85514,0
49.9999,-4.98267,0
50,-5.1102,0
50,-5.23772,0
50,-5.36525,0
50,-5.49278,0
50.0001,-5.62031,0
50.0001,-5.74784,0
50.0001,-5.87536,0
50.0001,-6.00289,0
50.0001,-6.13042,0
50.0001,-6.25795,0
50.0001,-6.38547,0
50.0001,-6.513,0
50.0001,-6.64053,0
50.0001,-6.76806,0
50.0001,-6.89559,0
50.0001,-7.02311,0
50.0001,-7.15064,0
50.0001,-7.27817,0
50,-7.4057,0
50,-7.53323,0
50,-7.66075,0
50,-7.78828,0
50,-7.91581,0
50,-8.04334,0
50,-8.17086,0
50,-8.29839,0
50,-8.42592,0
50,-8.55345,0
50,-8.68098,0
50,-8.8085,0
50,-8.93603,0
50,-9.06356,0
50,-9.19109,0
50,-9.31861,0
50,-9.44614,0
50,-9.57367,0
50,-9.7012,0
50,-9.82873,0
50,-9.95625,0
50,-10.0838,0
50,-10.2113,0
50,-10.3388,0
50,-10.4664,0
50,-10.5939,0
50,-10.7214,0
50,-10.8489,0
50,-10.9765,0
50,-11.104,0
50,-11.2315,0
50,-11.3591,0
50,-11.4866,0
50,-11.6141,0
50,-11.7416,0
50,-11.8692,0
50,-11.9967,0
50,-12.1242,0
50,-12.2518,0
50,-12.3793,0
50,-12.5068,0
50,-12.6343,0
50,-12.7619,0
50,-12.8894,0
50,-13.0169,0
50,-13.1445,0
50,-13.272,0
50,-13.3995,0
50,-13.527,0
50,-13.6546,0
50,-13.7821,0
50,-13.9096,0
50,-14.0371,0
50,-14.1647,0
50,-14.2922,0
50,-14.4197,0
50,-14.5473,0
50,-14.6748,0
50,-14.8023,0
50,-14.9298,0
50,-15.0574,0
50,-15.1849,0
50,-15.3124,0
50,-15.44,0
50,-15.5675,0
50,-15.695,0
50,-15.8225,0
50,-15.9501,0
50,-16.0776,0
50,-16.2051,0
50,-16.3326,0
50,-16.4602,0
50,-16.5877,0
50,-16.7152,0
50,-16.8428,0
50,-16.9703,0
50,-17.0978,0
50,-17.2253,0
50,-17.3529,0
50,-17.4804,0
50,-17.6079,0
50,-17.7355,0
50,-17.863,0
50,-17.9905,0
50,-18.118,0
50,-18.2456,0
50,-18.3731,0
50,-18.5006,0
50,-18.6281,0
50,-18.7557,0
50,-18.8832,0
50,-19.0107,0
50,-19.1383,0
50,-19.2658,0
50,-19.3933,0
50,-19.5208,0
50,-19.6484,0
50,-19.7759,0
50,-19.9034,0
50,-20.031,0
50,-20.1585,0
50,-20.286,0
50,-20.4135,0
50,-20.5411,0
50,-20.6686,0
50,-20.7961,0
50,-20.9236,0
50,-21.0512,0
50,-21.1787,0
50,-21.3062,0
50,-21.4338,0
50,-21.5613,0
50,-21.6888,0
50,-21.8163,0
50,-21.9439,0
50,-22.0714,0
50,-22.1989,0
50,-22.3265,0
50,-22.454,0
50,-22.5815,0
50,-22.709,0
50,-22.8366,0
50,-22.9641,0
50,-23.0916,0
50,-23.2192,0
50,-23.3467,0
50,-23.4742,0
50,-23.6017,0
50,-23.7293,0
50,-23.8568,0
50,-23.9843,0
50,-24.1118,0
50,-24.2394,0
50,-24.3669,0
50,-24.4944,0
50,-24.622,0
50,-24.7495,0
50,-24.877,0
50,-25.0045,0
50,-25.1321,0
50,-25.2596,0
50,-25.3871,0
50,-25.5146,0
50,-25.6422,0
50,-25.7697,0
50,-25.8972,0
50,-26.0248,0
50,-26.1523,0
50,-26.2798,0
50,-26.4073,0
50,-26.5349,0
50,-26.6624,0
50,-26.7899,0
50,-26.9175,0
50,-27.045,0
50,-27.1725,0
50,-27.3001,0
50,-27.4276,0
50,-27.5551,0
50,-27.6826,0
50,-27.8102,0
50,-27.9377,0
50,-28.0652,0
50,-28.1927,0
50,-28.3203,0
50,-28.4478,0
50,-28.5753,0
50,-28.7029,0
50,-28.8304,0
50,-28.9579,0
50,-29.0854,0
50,-29.213,0
50,-29.3405,0
50,-29.468,0
50,-29.5955,0
50,-29.723,0
50,-29.8506,0
50,-29.9781,0
50,-30.1056,0
50,-30.2331,0
50,-30.3607,0
50,-30.4882,0
50,-30.6157,0
50,-30.7433,0
50,-30.8708,0
50,-30.9983,0
50,-31.1258,0
50,-31.2534,0
50,-31.3809,0
50,-31.5085,0
50,-31.636,0
50,-31.7635,0
50,-31.8911,0
